ʒ	h	
o e	w a	
o e	w a	
o e	w a	
o e	w a	
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
d	s	_ i
i o	e e	
gʷ r	kʷʲ ∅	. _
p	∅	_ k
p	∅	_ k
p	∅	_ k
p	∅	_ k
o u ̝	o a	
g	∅	_ u
g	∅	_ u
g	∅	_ u
ɪ̆ w ɐ	∅ ∅ y	. ∅ _ ŋ .
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
ɗ	l	
g	h	_ u
ṛ	∅	
ṛ	∅	
ṛ	∅	
ṛ	∅	
ṛ	∅	
ṛ	∅	
u u	i a	
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
c	s	# _
m	w ̰	# _
ɓ l	∅ l	. _
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
k	ʃ	_ i
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
e e	e	
d	t͡s	_ i
d	t͡s	_ i
d	t͡s	_ i
d	t͡s	_ i
d	t͡s	_ i
d	t͡s	_ i
i ̝	eː	
u a	u ə	
u a	u ə	
u a	u ə	
d	ɗ	
d	ɗ	
p	s	_ ʊ
p	s	_ ʊ
p	s	_ ʊ
p	s	_ ʊ
∅	w	i _
∅	w	i _
k r	kʲ ∅	. _
i u	i a	
b	∅	_ e
b	∅	_ e
b	∅	_ e
b	∅	_ e
i ̝ a	i ɛ	
i ̝ a	i ɛ	
i ̝ a	i ɛ	
o	ɨ	j _
w i	u ∅	
p	f	. _ ɪ̆ w̆ u
t͡s	ɬ	. _
x	h	. _
x	h	. _
x	h	. _
ɟ	d	# _
t	tʷ	_ ʊ
i d	iː ∅	
ɟ ͡ ʑ	s	
xʷ	v	_ a h
xʷ	v	_ a h
w æ t ̚	u a ∅	. ∅ _ .
d	l	_ u
d	l	_ u
d	l	_ u
d	l	_ u
d	l	_ u
d	l	_ u
d	l	_ u
d	l	_ u
w	h	_ u
w	h	_ u
pʰ r	∅ l	. _
o o	ɔ u	
o o	ɔ u	
o o	ɔ u	
e e	ɛ i	
i ̝ o	i o	
i ̝ o	i o	
i ̝ o	i o	
i ̝ o	i o	
i ̝ o	i o	
i ̝ o	i o	
i ̝ o	i o	
b	f	# _ u ̝ ̝
o o	ɔ o	
o o	ɔ o	
mʰ	m	. _
c	t͡sʰ	
c	t͡sʰ	
c	t͡sʰ	
c	t͡sʰ	
c	t͡sʲ	# _
c	t͡sʲ	# _
g	h	_ i
a a	a ə	
a a	a ə	
a a	a ə	
e	i	
o e	ɔ i	
ɪ̆ aː u k ̚	ɪ̆ ɛ u ∅	. ̠ ̠ʲ _ .
t̠͡ʃ	t	. _
gʲ	kʲ	. _
e a	ɛ a	
e a	ɛ a	
e a	ɛ a	
e a	ɛ a	
e a	ɛ a	
e a	ɛ a	
e u	e a	
e u	e a	
i e ŋ	i ∅ ŋ	. ∅ _ .
o i ̝	ɔ e	
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
d	d͡z	# _ i ̝
k r	k ∅	. _
k r	k ∅	. _
k r	k ∅	. _
u e	o e	
u e	o e	
u e	o e	
u e	o e	
i ̝ a	i ə	
i ̝ a	i ə	
i ̝ a	i ə	
i ̝ a	i ə	
k	k ͡ p	# _ u a d
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
k	f	_ u ̝
o u ̝	ɔ i	
o u ̝	ɔ i	
o u ̝	ɔ i	
r	j	. g _
u a	ʊ	
t͡s	cʰ	. _
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
b	w	_ ɛ
i ̝ u	i u	
i ̝ u	i u	
i ̝ u	i u	
i ̝ u	i u	
c	θ	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
d	z	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
b	v	_ ɪ
k t	ð ∅	. _
ɪ̆ ə	ɪ̆ ĕ	. ∅ _ m .
ŋ	∅	. _ u
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
b	f	_ ɪ
m r	pʲ ∅	. _
m r	pʲ ∅	. _
t	t ̪	N _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
ɓ̥ˀ	p	# _
u i ̝	o	
u i ̝	o	
u i ̝	o	
u i ̝	o	
u i ̝	o	
u i ̝	o	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	r	
d	ʒ	# _
d	ʒ	# _
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
g	z	_ ü
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ o	i i	
i ̝ i ̝	i ɛ	
k	t̠͡ʃ	e _
g	j	
e	y	# _ e
e	y	# _ e
ʃ	x	
t	t͡s	# _ u ̝ ̝
t	∅	_ ʊ
t	∅	_ ʊ
t	∅	_ ʊ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
b	β	_ ɛ
ŋ	n	. _ ɪ̆
i u ̝	e	
i u ̝	e	
i u ̝	e	
t ́	n	_ Ṽ
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	s	_ i
t	z	_ ü
e i ̝	e ə	
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
d	∅	# _
ɠ̥ˀ	k	# _
ɠ̥ˀ	k	# _
ɠ̥ˀ	k	# _
ɠ̥ˀ	k	# _
ɠ̥ˀ	k	# _
ɠ̥ˀ	k	# _
b	vʷ	_ o
u ̝ i ̝	u ɛ	
k	g	b Ṽ _
r	l	. _
r	l	. _
r	l	. _
r	l	. _
r	l	. _
ŋ	∅	. _ i
t	d͡z	# _
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
k	s	_ ü
ə̆	ə	. ∅ _ k ̚ .
ʑ	ʐ	
g r	c ∅	. _
g r	c ∅	. _
g r	c ∅	. _
f	fʷ	# _
f	fʷ	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
d	n	# _
c	r	# _
pʰ	p	. _
g	k	# N ̩ _
i u ̝	e o	
u	ɔː	
e e	e ɛ	
o a	ɥ ɛ	
o a	ɥ ɛ	
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
b	w	_ a
e o	ɛ u	
c	ʃ	
c	ʃ	
c	ʃ	
d	x	_ i
k	x	_ a
t	ʃ	_ ɪ
t	ʃ	_ ɪ
t	ʃ	_ ɪ
t	ʃ	_ ɪ
t	ʃ	_ ɪ
o i ̝	ɔ a	
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
j	ɲ	# _
n	nʲ	# _
n	nʲ	# _
n	nʲ	# _
d	ɲ	# N _
d	ɲ	# N _
d	ɲ	# N _
d	ɲ	# N _
d	ɲ	# N _
d	ɲ	# N _
t	t͡s	# _ u ̝
e o	ɛ ɛ	
e o	ɛ ɛ	
ɣ	x	. _
kʰ r	kʲ ∅	. _
kʰ r	kʲ ∅	. _
kʰ r	kʲ ∅	. _
kʰ r	kʲ ∅	. _
o o	ɛ ɛ	
o o	ɛ ɛ	
o o	ɛ ɛ	
w	∅	p _
ɟ	z	
o a	w a	
o a	w a	
o a	w a	
o a	w a	
o a	w a	
o a	w a	
d	d͡z	# _ i
d	d͡z	# _ i
d	d͡z	# _ i
d	d͡z	# _ i
k t	∅ t	. _
k t	∅ t	. _
b	z	_ i ̝
b	z	_ i ̝
b	z	_ i ̝
b	z	_ i ̝
b	z	_ i ̝
b	z	_ i ̝
ɨ	∅	_ a
t	ṛ	_ i
u i	w a	
u i	w a	
u i	w a	
u i	w a	
u i	w a	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
ɟ	d̠͡ʒ	
g ∅	k f	# _ ʉ
o ∅ d	w ɛ ∅	
k	h	_ a
k	h	_ a
k	h	_ a
e i ̝	ɛ ə	
a i ̝	a u	
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
k	ɣ	# _
u m	i ∅	
u m	i ∅	
e e	ɛ ∅	
s r	s ∅	
k	k ͡ p	# _ o d
ɟ	k	# _
z	ɬ	. _
z	ɬ	. _
z	ɬ	. _
z	ɬ	. _
n	ɲ	# _ i u ̝
u	y	_ d
p	t͡s	_ i ̝
p	t͡s	_ i ̝
p	t͡s	_ i ̝
p	t͡s	_ i ̝
b	∅	
b	∅	
b	∅	
b	∅	
ɪ̆ e	ɪ̆ ĕ	. ∅ _ n .
g	k	_ ɪ
d̠͡ʒʰʲ	ʂ	
k	t̠͡ʃ	i _
i ̝ a	i ɔ	
i ̝ a	i ɔ	
p	mˀ	_ .
g	k	. _
g	k	. _
g	k	. _
g	k	. _
g	k	. _
g	k	. _
g	k	. _
z	s	
z	s	
e e	e ə	
i ̝ u	i a	
c	ɟ	
i ̝ e	i e	
m r	p ɐ	. _
m r	p ɐ	. _
i ̝ a	i u	
gʰ r	kʰʲ ∅	. _
p	ɸ	_ k
b	f	# _ u i ̝
t	r̥	N _
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
p	ʃ	_ i
b	s	_ ü
i i	ɛ i	
o u ̝	w a	
a e	a	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
a e	a i	
z	d	
z	d	
z	d	
z	d	
g	ȹ	_ u
g	ȹ	_ u
g	ȹ	_ u
b	h	_ ʊ
b	h	_ ʊ
b	h	_ ʊ
ɣʷ	x	. _
gˀ	x	# _
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
d	r	_ ɪ
s ∅	t s	
k	h	_ ʊ
k	h	_ ʊ
k	h	_ ʊ
k	h	_ ʊ
w a	u a	. ∅ _ .
g	k	_ i
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
p	ʃ	_ ü
k	∅	. _ s
a i ̝	a ɛ	
ɗ	r	
ɗ	r	
a o	a u	
a o	a u	
a o	a u	
a o	a u	
a o	a u	
a o	a u	
a o	a u	
a o	a u	
g	f	_ ü
g	f	_ ü
u əː ∅ t ̚	u ɒ i ∅	. ∅ _ .
ɣ	kʰ	. _
ɣ	kʰ	. _
ɣ	kʰ	. _
ɣ	kʰ	. _
ɣ	kʰ	. _
ṕ	m	_ Ṽ
o e	o i	
o e	o i	
i i	i ɛ	
eː	e	
o ∅	w a	_ k
o ∅	w a	_ k
c	z	# _
c	z	# _
c	z	# _
c	z	# _
c	z	# _
c	z	# _
i ̝	iː	
i ̝	iː	
i ̝	iː	
i ̝	iː	
i ̝	iː	
i ̝	iː	
i ̝	iː	
i ̝	iː	
i	eː	
i	eː	
i	eː	
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
j	∅	# _
k	f	# _ u ̝
k	f	# _ u ̝
k	f	# _ u ̝
o o	o a	
t	r	. p _
a a	a ɔ	
k	h	_ ü
k	h	_ ü
k	h	_ ü
k	h	_ ü
k	h	_ ü
k	h	_ ü
k	h	_ ü
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
ɟ	d ̪	
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
g	ɟ	_ e
i ̝ o	i ɔ	
i ̝ o	i ɔ	
i ̝ o	i ɔ	
i ̝ o	i ɔ	
i ̝ o	i ɔ	
c	sʲ	# _
ɪ̆ aː u k ̚	ɪ̆ ɛ u ∅	. l ̠ʲ _ .
e r i	é ∅ ∅	_ #
t	ṛ	_ ɪ
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	ɣ	
g	kʰ	. _
g	kʰ	. _
g	kʰ	. _
g	kʰ	. _
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
p	s	_ ɪ
e a	ə ə	
e a	ə ə	
e a	ə ə	
e a	ə ə	
e a	ə ə	
e a	ə ə	
e a	ə ə	
t	∅	_ ü
t	∅	_ ü
t	∅	_ ü
a i	a a	
d	ṛ	_ u
d	ṛ	_ u
d	ṛ	_ u
d	ṛ	_ u
a u ̝	a u	
a u ̝	a u	
a u ̝	a u	
x r	h ∅	. _
x r	h ∅	. _
x r	h ∅	. _
x r	h ∅	. _
x r	h ∅	. _
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
c	t̠͡ʃ	
a	u	i _
a	u	i _
d	ɲ	_ #
d	ɲ	_ #
d	ɲ	_ #
d	ɲ	_ #
d	ɲ	_ #
d	ɲ	_ #
w	∅	u _ a
u a	y	
u ̝	uː	
u ̝	uː	
u ̝	uː	
u ̝	uː	
u ̝	uː	
u ̝	uː	
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
p	s	_ i ̝
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
e u ̝	ɛ u	
n	z	# _ i ̝
ɓ l	bʲ ∅	. _
ɓ l	bʲ ∅	. _
b	ɓ	_ e
qˀ	kˀ	# _
ɟ	dʲ	# d i ̝ n _
d	s	# _
d	s	# _
d	s	# _
d	s	# _
d	s	# _
d	s	# _
d	s	# _
d	s	# _
m r	∅ tʰ	. _
e	i	# _ y
o i ̝	ɔ	
g	z	_ ɪ
g	z	_ ɪ
g	z	_ ɪ
g	z	_ ɪ
g	z	_ ɪ
g	z	_ ɪ
g	z	_ ɪ
